,Year,Team 1,Team 1 rank,Team 1 Score,Team 2,Team 2 rank,Team 2 Score,Result,country,world_cup
0,1946,New Zealand,2.0,31,Australia,7.0,8,New Zealand,New Zealand,False
1,1946,New Zealand,2.0,14,Australia,7.0,10,New Zealand,New Zealand,False
16,1947,Wales,3.0,6,Australia,5.0,0,Wales,Wales,False
15,1947,Ireland,6.0,3,Australia,5.0,16,Ireland,Ireland,False
14,1947,Scotland,8.0,7,Australia,7.0,16,Scotland,Scotland,False
13,1947,Australia,7.0,14,New Zealand,2.0,27,Australia,Australia,False
12,1947,Australia,7.0,5,New Zealand,2.0,13,Australia,Australia,False
10,1947,Wales,3.0,6,Ireland,5.0,0,Wales,Wales,False
9,1947,France,6.0,0,Wales,3.0,3,Wales,France,False
11,1947,England,4.0,6,France,6.0,3,England,England,False
7,1947,Scotland,8.0,0,Ireland,4.0,3,Ireland,Scotland,False
6,1947,Ireland,6.0,22,England,4.0,0,Ireland,Ireland,False
5,1947,Scotland,8.0,8,Wales,4.0,22,Scotland,Scotland,False
4,1947,Ireland,6.0,8,France,4.0,12,Ireland,Ireland,False
3,1947,Wales,4.0,6,England,3.0,9,Wales,Wales,False
2,1947,France,5.0,8,Scotland,8.0,3,France,France,False
8,1947,England,3.0,24,Scotland,8.0,5,England,England,False
24,1948,Scotland,8.0,9,France,7.0,8,Scotland,Scotland,False
28,1948,France,5.0,15,England,7.0,0,France,France,False
27,1948,Scotland,8.0,6,England,7.0,3,Scotland,Scotland,False
26,1948,Ireland,3.0,6,Wales,4.0,3,Ireland,Ireland,False
25,1948,Ireland,4.0,6,Scotland,8.0,0,Ireland,Ireland,False
23,1948,Wales,3.0,3,France,7.0,11,Wales,Wales,False
18,1948,England,4.0,0,Australia,5.0,11,Australia,England,False
21,1948,Wales,3.0,14,Scotland,8.0,0,Wales,Wales,False
20,1948,England,4.0,3,Wales,3.0,3,Draw,England,False
19,1948,France,6.0,13,Australia,7.0,6,France,France,False
17,1948,France,7.0,6,Ireland,5.0,13,France,France,False
22,1948,England,5.0,10,Ireland,4.0,11,England,England,False
40,1949,South Africa,1.0,12,New Zealand,2.0,6,South Africa,South Africa,False
46,1949,New Zealand,5.0,9,Australia,3.0,16,New Zealand,New Zealand,False
45,1949,South Africa,1.0,11,New Zealand,3.0,8,South Africa,South Africa,False
44,1949,Argentina,7.0,3,France,4.0,12,Argentina,Argentina,False
43,1949,New Zealand,3.0,6,Australia,5.0,11,New Zealand,New Zealand,False
42,1949,South Africa,1.0,9,New Zealand,3.0,3,South Africa,South Africa,False
41,1949,Argentina,5.0,0,France,4.0,5,France,Argentina,False
38,1949,France,5.0,5,Wales,9.0,3,France,France,False
39,1949,South Africa,1.0,15,New Zealand,2.0,11,South Africa,South Africa,False
36,1949,Wales,5.0,0,Ireland,3.0,5,Ireland,Wales,False
37,1949,England,6.0,19,Scotland,10.0,3,England,England,False
35,1949,Scotland,8.0,3,Ireland,3.0,13,Scotland,Scotland,False
34,1949,England,10.0,8,France,9.0,3,England,England,False
33,1949,Ireland,3.0,14,England,10.0,5,Ireland,Ireland,False
32,1949,Scotland,7.0,6,Wales,5.0,5,Scotland,Scotland,False
31,1949,Ireland,4.0,9,France,6.0,16,Ireland,Ireland,False
30,1949,Wales,4.0,9,England,10.0,3,Wales,Wales,False
29,1949,France,8.0,0,Scotland,9.0,8,Scotland,France,False
56,1950,Wales,2.0,21,France,6.0,0,Wales,Wales,False
55,1950,Scotland,9.0,13,England,10.0,11,Scotland,Scotland,False
54,1950,Ireland,6.0,3,Wales,3.0,6,Ireland,Ireland,False
53,1950,Ireland,2.0,21,Scotland,10.0,0,Ireland,Ireland,False
52,1950,France,4.0,6,England,9.0,3,France,France,False
51,1950,England,7.0,3,Ireland,3.0,0,England,England,False
50,1950,Wales,6.0,12,Scotland,10.0,0,Wales,Wales,False
49,1950,France,5.0,3,Ireland,2.0,3,Draw,France,False
48,1950,England,10.0,5,Wales,6.0,11,England,England,False
47,1950,Scotland,9.0,8,France,5.0,5,Scotland,Scotland,False
71,1951,Ireland,3.0,5,South Africa,1.0,17,Ireland,Ireland,False
72,1951,Wales,5.0,3,South Africa,1.0,6,Wales,Wales,False
70,1951,Scotland,9.0,0,South Africa,1.0,44,South Africa,Scotland,False
69,1951,Australia,6.0,6,New Zealand,2.0,16,Australia,Australia,False
68,1951,Australia,6.0,11,New Zealand,2.0,17,Australia,Australia,False
67,1951,Australia,5.0,0,New Zealand,3.0,8,New Zealand,Australia,False
66,1951,France,4.0,8,Wales,6.0,3,France,France,False
65,1951,England,10.0,5,Scotland,9.0,3,England,England,False
58,1951,Wales,2.0,23,England,10.0,5,Wales,Wales,False
63,1951,Scotland,9.0,5,Ireland,2.0,6,Scotland,Scotland,False
62,1951,England,10.0,3,France,6.0,11,England,England,False
61,1951,Ireland,2.0,3,England,10.0,0,Ireland,Ireland,False
60,1951,Scotland,7.0,19,Wales,5.0,0,Scotland,Scotland,False
59,1951,Ireland,3.0,9,France,6.0,8,Ireland,Ireland,False
57,1951,France,6.0,14,Scotland,10.0,12,France,France,False
64,1951,Wales,4.0,3,Ireland,2.0,3,Draw,Wales,False
81,1952,Scotland,10.0,3,England,9.0,19,Scotland,Scotland,False
86,1952,New Zealand,3.0,9,Australia,6.0,14,New Zealand,New Zealand,False
85,1952,Italy,9.0,8,France,6.0,17,Italy,Italy,False
84,1952,France,7.0,3,England,5.0,6,France,France,False
83,1952,England,6.0,3,Ireland,4.0,0,England,England,False
82,1952,Wales,3.0,9,France,5.0,5,Wales,Wales,False
80,1952,Ireland,4.0,3,Wales,3.0,14,Ireland,Ireland,False
87,1952,New Zealand,3.0,15,Australia,7.0,8,New Zealand,New Zealand,False
78,1952,England,9.0,6,Wales,4.0,8,England,England,False
73,1952,England,10.0,3,South Africa,1.0,8,England,England,False
74,1952,Scotland,10.0,11,France,4.0,13,Scotland,Scotland,False
79,1952,France,5.0,3,South Africa,1.0,25,France,France,False
76,1952,Ireland,2.0,12,Scotland,10.0,8,Ireland,Ireland,False
77,1952,Wales,4.0,11,Scotland,10.0,0,Wales,Wales,False
75,1952,France,4.0,8,Ireland,3.0,11,France,France,False
103,1953,Wales,2.0,13,New Zealand,4.0,8,Wales,Wales,False
102,1953,South Africa,1.0,22,Australia,6.0,9,South Africa,South Africa,False
101,1953,South Africa,1.0,18,Australia,6.0,8,South Africa,South Africa,False
100,1953,South Africa,1.0,14,Australia,5.0,18,South Africa,South Africa,False
99,1953,South Africa,1.0,25,Australia,6.0,3,South Africa,South Africa,False
97,1953,France,8.0,3,Wales,2.0,6,France,France,False
96,1953,England,4.0,26,Scotland,10.0,8,England,England,False
98,1953,France,7.0,22,Italy,9.0,8,France,France,False
94,1953,England,3.0,11,France,8.0,0,England,England,False
93,1953,Scotland,10.0,8,Ireland,5.0,26,Scotland,Scotland,False
92,1953,Ireland,4.0,9,England,5.0,9,Draw,Ireland,False
91,1953,Scotland,10.0,0,Wales,3.0,12,Wales,Scotland,False
90,1953,Ireland,4.0,16,France,7.0,3,Ireland,Ireland,False
89,1953,Wales,3.0,3,England,4.0,8,Wales,Wales,False
88,1953,France,6.0,11,Scotland,10.0,5,France,France,False
95,1953,Wales,2.0,5,Ireland,5.0,3,Wales,Wales,False
114,1954,Scotland,10.0,3,England,3.0,13,Scotland,Scotland,False
119,1954,Argentina,8.0,8,France,3.0,22,Argentina,Argentina,False
118,1954,Italy,9.0,12,France,3.0,39,Italy,Italy,False
120,1954,Argentina,8.0,3,France,3.0,30,Argentina,Argentina,False
117,1954,Wales,2.0,15,Scotland,10.0,3,Wales,Wales,False
116,1954,France,4.0,11,England,5.0,3,France,France,False
115,1954,Wales,2.0,19,France,5.0,13,Wales,Wales,False
113,1954,Ireland,8.0,9,Wales,2.0,12,Ireland,Ireland,False
106,1954,England,2.0,9,Wales,3.0,6,England,England,False
111,1954,Ireland,7.0,6,Scotland,10.0,0,Ireland,Ireland,False
110,1954,Scotland,10.0,0,New Zealand,2.0,3,New Zealand,Scotland,False
109,1954,England,4.0,14,Ireland,8.0,3,England,England,False
108,1954,England,4.0,0,New Zealand,2.0,5,New Zealand,England,False
107,1954,France,6.0,8,Ireland,7.0,0,France,France,False
105,1954,Scotland,10.0,0,France,7.0,3,France,Scotland,False
112,1954,France,5.0,3,New Zealand,4.0,0,France,France,False
104,1954,Ireland,6.0,3,New Zealand,3.0,14,Ireland,Ireland,False
128,1955,Wales,3.0,21,Ireland,9.0,3,Wales,Wales,False
134,1955,New Zealand,4.0,3,Australia,6.0,8,New Zealand,New Zealand,False
133,1955,New Zealand,4.0,8,Australia,6.0,0,New Zealand,New Zealand,False
132,1955,New Zealand,4.0,16,Australia,6.0,8,New Zealand,New Zealand,False
131,1955,France,3.0,24,Italy,10.0,0,France,France,False
130,1955,France,3.0,11,Wales,2.0,16,France,France,False
129,1955,England,5.0,9,Scotland,10.0,6,England,England,False
127,1955,Scotland,9.0,12,Ireland,8.0,3,Scotland,Scotland,False
125,1955,Ireland,7.0,6,England,5.0,6,Draw,Ireland,False
124,1955,Scotland,10.0,14,Wales,3.0,8,Scotland,Scotland,False
123,1955,Ireland,7.0,3,France,3.0,5,Ireland,Ireland,False
122,1955,Wales,2.0,3,England,5.0,0,Wales,Wales,False
121,1955,France,3.0,15,Scotland,10.0,0,France,France,False
126,1955,England,6.0,9,France,2.0,16,England,England,False
150,1956,New Zealand,2.0,17,South Africa,1.0,10,New Zealand,New Zealand,False
149,1956,New Zealand,3.0,3,South Africa,1.0,8,New Zealand,New Zealand,False
148,1956,New Zealand,3.0,10,South Africa,1.0,6,New Zealand,New Zealand,False
147,1956,Australia,6.0,0,South Africa,1.0,9,South Africa,Australia,False
145,1956,France,3.0,14,England,6.0,9,France,France,False
144,1956,Italy,10.0,3,France,4.0,16,Italy,Italy,False
143,1956,Wales,2.0,5,France,4.0,3,Wales,Wales,False
151,1956,New Zealand,1.0,11,South Africa,2.0,5,New Zealand,New Zealand,False
141,1956,Ireland,7.0,11,Wales,2.0,3,Ireland,Ireland,False
140,1956,Ireland,8.0,14,Scotland,9.0,10,Ireland,Ireland,False
139,1956,England,5.0,20,Ireland,10.0,0,England,England,False
138,1956,Wales,2.0,9,Scotland,7.0,3,Wales,Wales,False
137,1956,France,3.0,14,Ireland,9.0,8,France,France,False
136,1956,England,6.0,3,Wales,2.0,8,England,England,False
135,1956,Scotland,7.0,12,France,4.0,0,Scotland,Scotland,False
142,1956,Scotland,9.0,6,England,5.0,11,Scotland,Scotland,False
164,1957,Australia,6.0,9,New Zealand,1.0,22,Australia,Australia,False
163,1957,Australia,5.0,11,New Zealand,1.0,25,Australia,Australia,False
162,1957,France,6.0,38,Italy,10.0,6,France,France,False
161,1957,France,7.0,13,Wales,4.0,19,France,France,False
160,1957,England,3.0,16,Scotland,8.0,3,England,England,False
158,1957,England,3.0,9,France,7.0,5,England,England,False
159,1957,Wales,4.0,6,Ireland,7.0,5,Wales,Wales,False
156,1957,Ireland,8.0,0,England,3.0,6,England,Ireland,False
155,1957,Scotland,8.0,9,Wales,4.0,6,Scotland,Scotland,False
154,1957,Ireland,7.0,11,France,6.0,6,Ireland,Ireland,False
153,1957,Wales,3.0,0,England,4.0,3,England,Wales,False
152,1957,France,4.0,0,Scotland,8.0,6,Scotland,France,False
157,1957,Scotland,8.0,3,Ireland,6.0,5,Scotland,Scotland,False
176,1958,Scotland,7.0,3,England,4.0,3,Draw,Scotland,False
185,1958,New Zealand,1.0,17,Australia,9.0,8,New Zealand,New Zealand,False
184,1958,New Zealand,2.0,3,Australia,8.0,6,New Zealand,New Zealand,False
183,1958,New Zealand,1.0,25,Australia,9.0,3,New Zealand,New Zealand,False
182,1958,South Africa,4.0,5,France,3.0,9,South Africa,South Africa,False
181,1958,South Africa,2.0,3,France,5.0,3,Draw,South Africa,False
180,1958,France,5.0,11,Ireland,6.0,6,France,France,False
178,1958,Wales,4.0,6,France,5.0,16,Wales,Wales,False
177,1958,Ireland,5.0,6,Wales,3.0,9,Ireland,Ireland,False
175,1958,France,6.0,19,Australia,9.0,0,France,France,False
179,1958,Italy,10.0,3,France,5.0,11,Italy,Italy,False
173,1958,Ireland,5.0,12,Scotland,6.0,6,Ireland,Ireland,False
172,1958,Scotland,6.0,12,Australia,9.0,8,Scotland,Scotland,False
171,1958,England,3.0,6,Ireland,5.0,0,England,England,False
174,1958,France,7.0,0,England,2.0,14,England,France,False
170,1958,England,3.0,9,Australia,8.0,6,England,England,False
169,1958,Wales,4.0,8,Scotland,7.0,3,Wales,Wales,False
168,1958,Ireland,5.0,9,Australia,8.0,6,Ireland,Ireland,False
167,1958,England,3.0,3,Wales,4.0,3,Draw,England,False
166,1958,Scotland,7.0,11,France,8.0,9,Scotland,Scotland,False
165,1958,Wales,4.0,9,Australia,7.0,3,Wales,Wales,False
196,1959,Ireland,6.0,9,France,4.0,5,Ireland,Ireland,False
195,1959,France,1.0,11,Wales,5.0,3,France,France,False
194,1959,France,2.0,22,Italy,10.0,0,France,France,False
193,1959,England,5.0,3,Scotland,6.0,3,Draw,England,False
192,1959,Wales,5.0,8,Ireland,6.0,6,Wales,Wales,False
191,1959,England,3.0,3,France,2.0,3,Draw,England,False
190,1959,Scotland,7.0,3,Ireland,6.0,8,Scotland,Scotland,False
189,1959,Ireland,7.0,0,England,3.0,3,England,Ireland,False
188,1959,Scotland,6.0,6,Wales,5.0,5,Scotland,Scotland,False
187,1959,Wales,2.0,5,England,5.0,0,Wales,Wales,False
186,1959,France,3.0,9,Scotland,7.0,0,France,France,False
217,1960,Ireland,7.0,3,South Africa,1.0,8,Ireland,Ireland,False
216,1960,Wales,5.0,0,South Africa,2.0,3,South Africa,Wales,False
215,1960,South Africa,3.0,8,New Zealand,4.0,3,South Africa,South Africa,False
214,1960,Argentina,9.0,6,France,1.0,29,Argentina,Argentina,False
213,1960,South Africa,4.0,11,New Zealand,3.0,11,Draw,South Africa,False
212,1960,Argentina,9.0,3,France,1.0,12,Argentina,Argentina,False
211,1960,South Africa,4.0,3,New Zealand,3.0,11,South Africa,South Africa,False
210,1960,Argentina,9.0,3,France,1.0,37,Argentina,Argentina,False
209,1960,South Africa,3.0,13,New Zealand,4.0,0,South Africa,South Africa,False
208,1960,South Africa,4.0,18,Scotland,6.0,10,South Africa,South Africa,False
201,1960,Ireland,7.0,5,Scotland,6.0,6,Ireland,Ireland,False
206,1960,France,1.0,23,Ireland,7.0,6,France,France,False
207,1960,Italy,10.0,0,France,2.0,26,France,Italy,False
198,1960,England,2.0,14,Wales,5.0,6,England,England,False
199,1960,Wales,5.0,8,Scotland,7.0,0,Wales,Wales,False
200,1960,England,1.0,8,Ireland,6.0,5,England,England,False
197,1960,Scotland,7.0,11,France,2.0,13,Scotland,Scotland,False
202,1960,France,3.0,3,England,1.0,3,Draw,France,False
203,1960,Ireland,7.0,9,Wales,5.0,10,Ireland,Ireland,False
204,1960,Scotland,6.0,12,England,1.0,21,Scotland,Scotland,False
205,1960,Wales,5.0,8,France,2.0,16,Wales,Wales,False
238,1961,Australia,8.0,8,France,3.0,15,Australia,Australia,False
237,1961,New Zealand,1.0,32,France,4.0,3,New Zealand,New Zealand,False
236,1961,South Africa,1.0,23,Australia,7.0,11,South Africa,South Africa,False
235,1961,South Africa,1.0,28,Australia,7.0,3,South Africa,South Africa,False
234,1961,New Zealand,2.0,5,France,3.0,3,New Zealand,New Zealand,False
233,1961,New Zealand,2.0,13,France,3.0,6,New Zealand,New Zealand,False
232,1961,South Africa,1.0,24,Ireland,8.0,8,South Africa,South Africa,False
231,1961,Ireland,8.0,3,France,2.0,15,Ireland,Ireland,False
230,1961,France,2.0,17,Italy,10.0,0,France,France,False
229,1961,France,2.0,8,Wales,5.0,6,France,France,False
219,1961,England,3.0,0,South Africa,1.0,5,South Africa,England,False
227,1961,Wales,5.0,9,Ireland,7.0,0,Wales,Wales,False
218,1961,France,2.0,11,Scotland,6.0,0,France,France,False
220,1961,Wales,5.0,6,England,4.0,3,Wales,Wales,False
221,1961,Scotland,6.0,5,South Africa,1.0,12,Scotland,Scotland,False
222,1961,Scotland,6.0,3,Wales,5.0,0,Scotland,Scotland,False
228,1961,England,4.0,6,Scotland,6.0,0,England,England,False
224,1961,France,2.0,0,South Africa,1.0,0,Draw,France,False
225,1961,Scotland,6.0,16,Ireland,7.0,8,Scotland,Scotland,False
226,1961,England,4.0,5,France,2.0,5,Draw,England,False
223,1961,Ireland,7.0,11,England,4.0,8,Ireland,Ireland,False
247,1962,France,3.0,11,Ireland,9.0,0,France,France,False
253,1962,New Zealand,2.0,16,Australia,7.0,8,New Zealand,New Zealand,False
252,1962,New Zealand,2.0,3,Australia,7.0,0,New Zealand,New Zealand,False
251,1962,New Zealand,2.0,9,Australia,7.0,9,Draw,New Zealand,False
250,1962,Australia,7.0,5,New Zealand,2.0,14,Australia,Australia,False
249,1962,Australia,7.0,6,New Zealand,1.0,20,Australia,Australia,False
248,1962,Italy,10.0,3,France,3.0,6,Italy,Italy,False
254,1962,Ireland,9.0,3,Wales,5.0,3,Draw,Ireland,False
246,1962,Wales,5.0,3,France,3.0,0,Wales,Wales,False
244,1962,Ireland,9.0,6,Scotland,5.0,20,Ireland,Ireland,False
243,1962,France,3.0,13,England,4.0,0,France,France,False
242,1962,England,4.0,16,Ireland,9.0,0,England,England,False
241,1962,Wales,5.0,3,Scotland,6.0,8,Wales,Wales,False
240,1962,England,4.0,0,Wales,5.0,0,Draw,England,False
239,1962,Scotland,6.0,3,France,3.0,11,Scotland,Scotland,False
245,1962,Scotland,5.0,3,England,4.0,3,Draw,Scotland,False
266,1963,New Zealand,1.0,21,England,3.0,11,New Zealand,New Zealand,False
273,1963,Ireland,8.0,5,New Zealand,1.0,6,Ireland,Ireland,False
272,1963,South Africa,2.0,22,Australia,5.0,6,South Africa,South Africa,False
271,1963,South Africa,2.0,9,Australia,4.0,11,South Africa,South Africa,False
